time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
1798,0,1,5212.65,2.9,267,37.534375,-122.274794,0.4,,2
1799,0,1,5215.9,2.9,267,37.534375,-122.274827,0.4,,3
1800,0,1,5218.54,2.9,267,37.534376,-122.27486,0.3,,3
1801,0,1,5221.67,2.9,267,37.534376,-122.274893,0.3,,3
1802,0,1,5225.01,2.9,268,37.534376,-122.274926,0.3,,3
1803,0,1,5227.21,2.9,268,37.534376,-122.274959,0.3,,2
1804,0,1,5230.4,2.9,268,37.534376,-122.274992,0.3,,3
1805,0,1,5233.74,2.9,268,37.534376,-122.275025,0.2,,3
1806,0,1,5235.87,2.9,268,37.534376,-122.275057,0.2,,3
1807,0,1,5239.17,2.9,268,37.534375,-122.27509,0.2,,3
1808,0,1,5242.1,2.9,268,37.534375,-122.275122,0.1,,2
1809,0,1,5244.57,2.9,269,37.534374,-122.275154,0.1,,3
1810,0,1,5247.78,2.9,269,37.534373,-122.275186,0.1,,3
1811,0,1,5250.69,2.9,269,37.534372,-122.275217,0.1,,3
1812,0,1,5253.1,2.9,269,37.534371,-122.275249,0.0,,3
1813,0,1,5255.86,2.9,269,37.53437,-122.275281,0.0,,2
1814,0,1,5258.99,2.9,269,37.534368,-122.275313,0.0,,3
1815,0,1,5261.58,2.89,269,37.534367,-122.275345,-0.1,,3
1816,0,1,5264.53,2.89,270,37.534365,-122.275377,-0.1,,3
1817,0,1,5267.91,2.89,270,37.534363,-122.27541,-0.1,,3
1818,0,1,5270.08,2.89,270,37.534361,-122.275443,-0.2,,2
1819,0,1,5273.12,2.89,270,37.534359,-122.275475,-0.2,,3
1820,0,1,5276.53,2.89,270,37.534358,-122.275508,-0.2,,3
1821,0,1,5278.78,2.89,270,37.534356,-122.275541,-0.3,,3
1822,0,1,5282.04,2.89,271,37.534355,-122.275574,-0.3,,2
1823,0,1,5285.22,2.89,271,37.534355,-122.275607,-0.3,,3
1824,0,1,5287.49,2.89,271,37.534355,-122.27564,-0.4,,3
1825,0,1,5290.82,2.89,271,37.534355,-122.275673,-0.4,,3
1826,0,1,5293.67,2.89,271,37.534356,-122.275705,-0.4,,3
1827,0,1,5296.15,2.89,271,37.534357,-122.275738,-0.5,,2
1828,0,1,5299.42,2.89,271,37.53436,-122.275771,-0.5,,3
1829,0,1,5302.51,2.89,272,37.534363,-122.275803,-0.5,,3
1830,0,1,5304.67,2.89,272,37.534367,-122.275836,-0.5,,3
1831,0,1,5307.77,2.89,272,37.534373,-122.275868,-0.5,,3
1832,0,1,5311.13,2.89,272,37.534379,-122.2759,-0.5,,2
1833,0,1,5313.46,2.89,272,37.534387,-122.275931,-0.5,,3
1834,0,1,5316.64,2.89,272,37.534396,-122.275962,-0.5,,3
1835,0,1,5319.89,2.89,272,37.534407,-122.27599,-0.5,,3
1836,0,1,5322.23,2.89,273,37.534419,-122.276018,-0.5,,2
1837,0,1,5325.2,2.89,273,37.534433,-122.276043,-0.4,,3
1838,0,1,5328.28,2.89,273,37.534448,-122.276067,-0.4,,3
1839,0,1,5330.55,2.89,273,37.534465,-122.27609,-0.4,,3
1840,0,1,5333.76,2.89,273,37.534483,-122.276112,-0.4,,3
1841,0,1,5336.56,2.89,273,37.534502,-122.276132,-0.3,,2
1842,0,1,5338.7,2.89,273,37.534521,-122.276153,-0.3,,3
1843,0,1,5345.98,2.89,274,37.534541,-122.276172,-0.3,,3
1844,0,1,5349.77,2.89,274,37.534562,-122.276192,-0.3,,3
1845,0,1,5352.61,2.89,274,37.534582,-122.276212,-0.2,,2
1846,0,1,5355.54,2.89,274,37.534602,-122.276232,-0.2,,3
1847,0,1,5358.5,2.89,274,37.534622,-122.276253,-0.2,,3
1848,0,1,5361.48,2.89,274,37.534642,-122.276274,-0.2,,3
1849,0,1,5364.45,2.89,275,37.534661,-122.276297,-0.1,,3
1850,0,1,5367.27,2.89,275,37.534678,-122.27632,-0.1,,2
1851,0,1,5370.2,2.89,275,37.534695,-122.276346,-0.1,,3
1852,0,1,5373.13,2.89,275,37.53471,-122.276373,-0.1,,3
1853,0,1,5375.96,2.89,275,37.534724,-122.276401,-0.1,,3
1854,0,1,5378.69,2.89,275,37.534735,-122.276431,-0.1,,2
1855,0,1,5381.79,2.89,275,37.534743,-122.276462,-0.1,,3
1856,0,1,5381.79,2.89,276,37.534748,-122.276494,-0.2,,3
1857,0,1,5381.79,2.89,276,37.534749,-122.276527,-0.2,,3
1858,0,1,5385.12,2.89,276,37.534746,-122.27656,-0.2,,3
1859,0,1,5387.23,2.89,276,37.534739,-122.276593,-0.3,,2
1860,0,1,5390.69,2.89,276,37.534729,-122.276626,-0.3,,3
1861,0,1,5394.16,2.89,276,37.534718,-122.27666,-0.3,,3
1862,0,1,5395.98,2.89,276,37.534707,-122.276692,-0.3,,3
1863,0,1,5399.39,2.89,277,37.534695,-122.276725,-0.3,,3
1864,0,1,5404.66,2.89,277,37.534683,-122.276755,-0.2,,2
1865,0,1,5410.62,2.89,277,37.534669,-122.276785,-0.2,,3
1866,0,1,5414.03,2.89,277,37.534654,-122.276812,-0.2,,3
1867,0,1,5417.03,2.89,277,37.534637,-122.276836,-0.1,,3
1868,0,1,5419.89,2.89,277,37.534619,-122.276857,-0.1,,3
1869,0,1,5422.72,2.89,277,37.534599,-122.276874,-0.1,,3
1870,0,1,5425.4,2.89,278,37.534577,-122.276887,-0.1,,2
1871,0,1,5428.11,2.89,278,37.534552,-122.276895,-0.1,,3
1872,0,1,5430.91,2.89,278,37.534526,-122.276898,-0.1,,3
1873,0,1,5433.89,2.89,278,37.534499,-122.276896,-0.2,,3
1874,0,1,5437.05,2.89,278,37.534472,-122.276889,-0.2,,3
1875,0,1,5439.96,2.89,278,37.534446,-122.276878,-0.2,,3
1876,0,1,5442.88,2.89,279,37.534423,-122.276863,-0.3,,2
1877,0,1,5445.82,2.89,279,37.534401,-122.276845,-0.4,,3
1878,0,1,5448.76,2.89,279,37.534379,-122.276827,-0.4,,3
1879,0,1,5451.94,2.89,279,37.534354,-122.276809,-0.5,,3
1880,0,1,5455.08,2.89,279,37.534328,-122.276792,-0.5,,2
1881,0,1,5458.28,2.89,279,37.534302,-122.276775,-0.6,,3
1882,0,1,5461.62,2.89,279,37.534277,-122.276757,-0.7,,3
1883,0,1,5464.95,2.9,280,37.534253,-122.276738,-0.7,,3
1884,0,1,5468.28,2.9,280,37.534229,-122.276717,-0.8,,2
1885,0,1,5471.39,2.9,280,37.534206,-122.276696,-0.9,,4
1886,0,1,5474.52,2.9,280,37.534183,-122.276674,-1.0,,2
1887,0,1,5477.7,2.9,280,37.53416,-122.276652,-1.0,,3
1888,0,1,5480.83,2.91,280,37.534136,-122.276631,-1.0,,3
1889,0,1,5484.02,2.91,280,37.534111,-122.276611,-1.0,,3
1890,0,1,5487.17,2.91,281,37.534086,-122.276594,-1.0,,2
1891,0,1,5490.38,2.91,281,37.534061,-122.276579,-1.0,,3
1892,0,1,5493.6,2.91,281,37.534035,-122.276567,-1.0,,3
1893,0,1,5496.69,2.91,281,37.534008,-122.276559,-1.0,,3
1894,0,1,5499.71,2.92,281,37.53398,-122.276555,-1.1,,3
1895,0,1,5502.69,2.92,281,37.533953,-122.276555,-1.1,,2
1896,0,1,5505.75,2.92,281,37.533927,-122.276558,-1.1,,3
1897,0,1,5508.85,2.92,282,37.533901,-122.276564,-1.1,,3
1898,0,1,5511.84,2.92,282,37.533876,-122.276573,-1.1,,2
1899,0,1,5514.47,2.92,282,37.533851,-122.276584,-1.1,,3
1900,0,1,5514.47,2.92,282,37.533826,-122.276597,-1.1,,3
1901,0,1,5514.47,2.92,282,37.533803,-122.276612,-1.1,,3
1902,0,1,5517.42,2.92,282,37.533781,-122.27663,-1.0,,3
1903,0,1,5520.4,2.92,283,37.533762,-122.276651,-1.0,,3
1904,0,1,5523.47,2.92,283,37.533745,-122.276677,-1.0,,2
1905,0,1,5526.44,2.92,283,37.533731,-122.276705,-0.9,,3
1906,0,1,5529.11,2.92,283,37.533717,-122.276734,-0.9,,3
1907,0,1,5536.83,2.92,283,37.533703,-122.276761,-0.8,,3
1908,0,1,5540.58,2.92,283,37.533688,-122.276788,-0.8,,3
1909,0,1,5543.39,2.92,283,37.533672,-122.276813,-0.8,,2
1910,0,1,5546.26,2.92,284,37.533657,-122.276839,-0.7,,3
1911,0,1,5549.11,2.92,284,37.533641,-122.276866,-0.7,,3
1912,0,1,5552.01,2.92,284,37.533626,-122.276894,-0.6,,3
1913,0,1,5554.77,2.92,284,37.533612,-122.276922,-0.6,,3
1914,0,1,5557.61,2.92,284,37.5336,-122.276949,-0.6,,2
1915,0,1,5560.48,2.92,284,37.533588,-122.276978,-0.5,,3
1916,0,1,5563.22,2.91,284,37.533579,-122.277008,-0.5,,3
1917,0,1,5566.04,2.91,285,37.533573,-122.277041,-0.4,,2
1918,0,1,5568.99,2.91,285,37.533569,-122.277077,-0.4,,3
1919,0,1,5572.11,2.91,285,37.533569,-122.277113,-0.3,,3
1920,0,1,5575.41,2.91,285,37.533574,-122.27715,-0.3,,3
1921,0,1,5578.69,2.91,285,37.533584,-122.277184,-0.2,,2
1922,0,1,5582.04,2.91,285,37.533598,-122.277216,-0.1,,3
1923,0,1,5585.48,2.92,285,37.533617,-122.277246,-0.1,,3
1924,0,1,5588.88,2.92,286,37.533639,-122.277275,0.0,,3
1925,0,1,5592.39,2.92,286,37.533663,-122.277302,0.1,,3
1926,0,1,5595.92,2.92,286,37.533689,-122.277328,0.1,,3
1927,0,1,5599.61,2.93,286,37.533716,-122.277353,0.2,,2
1928,0,1,5603.48,2.94,286,37.533744,-122.277378,0.3,,3
1929,0,1,5607.26,2.94,286,37.533772,-122.277402,0.3,,3
1930,0,1,5610.87,2.95,287,37.533798,-122.277425,0.4,,3
1931,0,1,5614.14,3.21,287,37.533823,-122.277446,0.5,,2
1932,0,1,5617.46,3.32,287,37.533845,-122.277466,0.5,,3
1933,0,1,5620.72,3.26,287,37.533866,-122.277486,0.6,,3
1934,0,1,5623.52,3.25,287,37.533886,-122.277504,0.7,,3
1935,0,1,5626.29,3.2,287,37.533907,-122.277523,0.7,,3
1936,0,1,5629.02,3.21,288,37.533927,-122.277542,0.7,,3
1937,0,1,5631.86,3.21,288,37.533948,-122.277561,0.7,,2
1938,0,1,5634.79,3.21,288,37.533969,-122.27758,0.7,,3
1939,0,1,5637.68,3.22,288,37.53399,-122.277599,0.7,,3
1940,0,1,5640.6,3.16,288,37.53401,-122.277618,0.7,,3
1941,0,1,5643.31,3.16,288,37.53403,-122.277636,0.7,,2
1942,0,1,5646.1,3.1,289,37.53405,-122.277654,0.7,,3
1943,0,1,5648.74,3.06,289,37.534069,-122.277671,0.7,,3
1944,0,1,5651.34,3.07,289,37.534087,-122.277688,0.7,,3
1945,0,1,5654.05,3.0,289,37.534106,-122.277705,0.7,,3
1946,0,1,5656.57,2.96,289,37.534124,-122.277722,0.7,,3
1947,0,1,5659.04,2.9,289,37.534142,-122.277739,0.7,,3
1948,0,1,5661.51,2.91,289,37.534161,-122.277757,0.7,,2
1949,0,1,5664.57,2.94,290,37.53418,-122.277775,0.7,,3
1950,0,1,5667.52,2.94,290,37.534199,-122.277794,0.7,,3
1951,0,1,5667.52,2.97,290,37.534219,-122.277813,0.7,,3
1952,0,1,5667.52,2.97,290,37.534239,-122.277833,0.7,,3
1953,0,1,5670.74,2.97,290,37.534259,-122.277853,0.7,,3
1954,0,1,5672.6,2.97,290,37.53428,-122.277872,0.7,,2
1955,0,1,5675.61,2.97,290,37.5343,-122.277892,0.7,,3
1956,0,1,5678.91,2.97,291,37.534321,-122.277911,0.7,,3
1957,0,1,5681.04,2.97,291,37.534342,-122.277929,0.7,,3
1958,0,1,5684.15,2.97,291,37.534363,-122.277948,0.7,,3
1959,0,1,5687.44,2.97,291,37.534384,-122.277966,0.7,,2
1960,0,1,5689.54,2.97,291,37.534406,-122.277985,0.8,,3
1961,0,1,5692.88,2.97,291,37.534428,-122.278004,0.8,,3
1962,0,1,5696.27,2.97,291,37.53445,-122.278023,0.8,,2
1963,0,1,5698.15,2.97,292,37.534472,-122.278043,0.8,,3
1964,0,1,5701.92,2.97,292,37.534495,-122.278063,0.9,,3
1965,0,1,5705.04,2.97,292,37.534518,-122.278083,0.9,,3
1966,0,1,5707.27,2.96,292,37.53454,-122.278104,0.9,,2
1967,0,1,5710.52,2.96,292,37.534563,-122.278124,1.0,,3
1968,0,1,5713.9,2.96,292,37.534585,-122.278144,1.0,,3
1969,0,1,5716.49,2.96,293,37.534607,-122.278164,1.0,,3
1970,0,1,5719.39,2.96,293,37.534628,-122.278184,1.1,,3
1971,0,1,5722.56,2.96,293,37.534648,-122.278204,1.1,,3
1972,0,1,5725.54,2.96,293,37.534668,-122.278223,1.2,,2
1973,0,1,5728.5,2.96,293,37.534688,-122.278242,1.2,,3
1974,0,1,5731.64,2.96,293,37.534707,-122.278261,1.3,,3
1975,0,1,5733.96,2.96,293,37.534727,-122.27828,1.3,,3
1976,0,1,5737.08,2.96,294,37.534746,-122.2783,1.4,,2
1977,0,1,5740.33,2.96,294,37.534766,-122.278319,1.4,,3
1978,0,1,5742.2,2.96,294,37.534786,-122.278339,1.5,,3
1979,0,1,5745.51,2.96,294,37.534806,-122.278359,1.5,,3
1980,0,1,5748.49,2.95,294,37.534826,-122.278379,1.5,,2
1981,0,1,5750.76,2.95,294,37.534847,-122.278398,1.6,,4
1982,0,1,5753.86,2.95,294,37.534867,-122.278418,1.6,,2
1983,0,1,5756.75,2.95,295,37.534888,-122.278437,1.6,,3
1984,0,1,5759.24,2.95,295,37.534909,-122.278456,1.6,,3
1985,0,1,5762.4,2.95,295,37.53493,-122.278474,1.7,,3
1986,0,1,5765.6,2.95,295,37.534951,-122.278492,1.7,,2
1987,0,1,5767.67,2.95,295,37.534972,-122.27851,1.7,,3
1988,0,1,5770.53,2.95,295,37.534994,-122.278528,1.8,,3
1989,0,1,5773.56,2.95,296,37.535015,-122.278546,1.8,,3
1990,0,1,5776.34,2.95,296,37.535036,-122.278563,1.8,,2
1991,0,1,5779.49,2.95,296,37.535057,-122.278581,1.8,,3
1992,0,1,5782.85,2.94,296,37.535079,-122.278598,1.8,,1
1993,0,1,5784.65,2.94,296,37.5351,-122.278616,1.8,,3
1994,0,1,5787.84,2.94,296,37.535121,-122.278633,1.8,,3
1995,0,1,5790.97,2.94,296,37.535142,-122.278651,1.8,,2
1996,0,1,5793.06,2.94,297,37.535163,-122.278669,1.8,,3
1997,0,1,5796.21,2.94,297,37.535184,-122.278687,1.8,,3
1998,0,1,5799.49,2.94,297,37.535205,-122.278705,1.8,,3
1999,0,1,5801.56,2.94,297,37.535227,-122.278723,1.8,,2
2000,0,1,5804.67,2.94,297,37.535248,-122.278742,1.8,,3
2001,0,1,5807.53,2.94,297,37.535269,-122.278761,1.8,,3
2002,0,1,5810.21,2.94,297,37.53529,-122.27878,1.8,,3
2003,0,1,5813.23,2.94,298,37.535312,-122.2788,1.8,,2
2004,0,1,5816.23,2.94,298,37.535333,-122.27882,1.8,,4
2005,0,1,5818.88,2.94,298,37.535355,-122.278841,1.8,,2
2006,0,1,5821.83,2.93,298,37.535376,-122.278861,1.8,,3
2007,0,1,5825.2,2.93,298,37.535398,-122.278882,1.8,,3
2008,0,1,5827.63,2.93,298,37.535419,-122.278903,1.8,,2
2009,0,1,5830.84,2.93,298,37.535441,-122.278923,1.8,,3
2010,0,1,5834.39,2.93,299,37.535462,-122.278943,1.8,,2
2011,0,1,5836.67,2.93,299,37.535483,-122.278962,1.8,,3
2012,0,1,5839.91,2.93,299,37.535505,-122.278982,1.8,,4
2013,0,1,5843.08,2.93,299,37.535526,-122.279001,1.8,,2
2014,0,1,5845.68,2.93,299,37.535547,-122.279019,1.8,,3
2015,0,1,5848.85,2.93,299,37.535568,-122.279038,1.8,,2
2016,0,1,5851.83,2.93,300,37.535588,-122.279057,1.8,,3
2017,0,1,5854.28,2.93,300,37.535609,-122.279076,1.8,,3
2018,0,1,5857.51,2.93,300,37.53563,-122.279096,1.8,,3
2019,0,1,5860.56,2.93,300,37.535651,-122.279116,1.8,,3
2020,0,1,5862.87,2.93,300,37.535671,-122.279137,1.8,,2
2021,0,1,5866.09,2.93,300,37.535692,-122.279157,1.8,,4
2022,0,1,5869.39,2.93,300,37.535712,-122.279178,1.8,,3
2023,0,1,5871.62,2.93,301,37.535733,-122.279199,1.8,,2
2024,0,1,5874.67,2.93,301,37.535753,-122.27922,1.8,,3
2025,0,1,5878.05,2.93,301,37.535774,-122.279241,1.8,,3
2026,0,1,5880.39,2.93,301,37.535795,-122.279262,1.8,,3
2027,0,1,5883.63,2.93,301,37.535815,-122.279283,1.8,,3
2028,0,1,5887.0,2.92,301,37.535836,-122.279303,1.8,,2
2029,0,1,5888.99,2.92,301,37.535857,-122.279323,1.8,,3
2030,0,1,5892.39,2.92,302,37.535877,-122.279344,1.7,,3
2031,0,1,5895.66,2.92,302,37.535898,-122.279363,1.6,,3
2032,0,1,5897.73,2.92,302,37.535919,-122.279382,1.6,,2
2033,0,1,5901.0,2.92,302,37.535941,-122.279401,1.5,,3
2034,0,1,5904.03,2.92,302,37.535963,-122.27942,1.4,,3
2035,0,1,5906.5,2.92,302,37.535986,-122.279438,1.4,,3
2036,0,1,5910.02,2.92,302,37.536011,-122.279456,1.3,,2
2037,0,1,5913.46,2.92,303,37.536036,-122.279473,1.2,,3
2038,0,1,5915.39,2.92,303,37.536061,-122.279487,1.2,,3
2039,0,1,5918.38,2.92,303,37.536085,-122.279497,1.1,,2
2040,0,1,5921.55,2.92,303,37.536109,-122.279505,1.1,,3
2041,0,1,5924.53,2.92,303,37.536132,-122.27951,1.0,,3
2042,0,1,5927.5,2.92,303,37.536156,-122.279514,1.0,,3
2043,0,1,5930.7,2.92,304,37.536181,-122.279517,0.9,,3
2044,0,1,5932.86,2.92,304,37.536206,-122.279521,0.9,,3
2045,0,1,5936.15,2.92,304,37.536231,-122.279524,0.8,,2
2046,0,1,5939.05,2.92,304,37.536257,-122.279528,0.8,,3
2047,0,1,5941.16,2.92,304,37.536282,-122.279532,0.7,,3
2048,0,1,5944.44,2.92,304,37.536307,-122.279537,0.7,,3
2049,0,1,5947.36,2.92,304,37.536333,-122.279542,0.6,,2
2050,0,1,5949.71,2.91,305,37.536358,-122.279547,0.6,,6
2051,0,1,5952.87,2.91,305,37.536384,-122.279553,0.5,,6
2052,0,1,5956.05,2.91,305,37.536411,-122.279559,0.5,,3
2053,0,1,5958.44,2.91,305,37.536438,-122.279565,0.4,,3
2054,0,1,5961.46,2.91,305,37.536465,-122.279572,0.4,,2
2055,0,1,5964.93,2.91,305,37.536492,-122.279578,0.3,,3
2056,0,1,5967.4,2.91,305,37.53652,-122.279584,0.3,,3
2057,0,1,5970.73,2.91,306,37.536548,-122.279589,0.2,,4
2058,0,1,5974.08,2.91,306,37.536575,-122.279593,0.2,,1
2059,0,1,5976.58,2.91,306,37.536602,-122.279595,0.1,,6
2060,0,1,5979.95,2.91,306,37.536629,-122.279596,0.1,,6
2061,0,1,5983.16,2.91,306,37.536656,-122.279595,0.0,,3
2062,0,1,5985.69,2.91,306,37.536682,-122.279592,0.0,,3
2063,0,1,5993.78,2.92,306,37.536709,-122.279589,0.0,,3
2064,0,1,5997.79,2.92,307,37.536736,-122.279584,0.0,,3
2065,0,1,6000.74,2.92,307,37.536764,-122.279579,-0.1,,3
2066,0,1,6003.81,2.92,307,37.536792,-122.279574,-0.1,,2
2067,0,1,6007.0,2.92,307,37.536822,-122.279568,-0.1,,3
2068,0,1,6010.31,2.92,307,37.536851,-122.279563,-0.1,,3
2069,0,1,6013.61,2.92,307,37.53688,-122.279558,-0.2,,3
2070,0,1,6016.71,2.92,308,37.536909,-122.279555,-0.2,,3
2071,0,1,6019.82,2.92,308,37.536936,-122.279553,-0.2,,2
2072,0,1,6022.81,2.92,308,37.536962,-122.279553,-0.2,,3
2073,0,1,6025.75,2.92,308,37.536988,-122.279555,-0.2,,5
2074,0,1,6028.77,2.92,308,37.537015,-122.279559,-0.2,,5
2075,0,1,6031.67,2.92,308,37.537042,-122.279566,-0.3,,4
2076,0,1,6034.72,2.92,308,37.537068,-122.279576,-0.3,,2
2077,0,1,6037.71,2.92,309,37.537093,-122.279588,-0.2,,3
2078,0,1,6040.7,2.93,309,37.537117,-122.279604,-0.2,,3
2079,0,1,6043.73,2.93,309,37.537139,-122.279623,-0.2,,3
2080,0,1,6046.59,2.93,309,37.537158,-122.279646,-0.2,,2
2081,0,1,6049.72,2.93,309,37.537173,-122.279672,-0.1,,6
2082,0,1,6052.82,2.93,309,37.537186,-122.279701,0.0,,6
2083,0,1,6052.82,2.93,309,37.537196,-122.279731,0.0,,3
2084,0,1,6057.32,2.93,310,37.537205,-122.279764,0.1,,3
2085,0,1,6061.09,2.93,310,37.537212,-122.279797,0.2,,3
2086,0,1,6063.99,2.93,310,37.537218,-122.27983,0.3,,2
2087,0,1,6067.05,2.93,310,37.537222,-122.279864,0.3,,3
2088,0,1,6070.21,2.93,310,37.537223,-122.279899,0.4,,3
2089,0,1,6073.4,2.93,310,37.537223,-122.279933,0.5,,3
2090,0,1,6076.37,2.93,310,37.537221,-122.279968,0.6,,3
2091,0,1,6079.37,2.93,311,37.537216,-122.280002,0.7,,2
2092,0,1,6082.42,2.93,311,37.537208,-122.280035,0.6,,3
2093,0,1,6085.48,2.93,311,37.537198,-122.280067,0.6,,3
2094,0,1,6088.55,2.93,311,37.537185,-122.280098,0.5,,3
2095,0,1,6091.55,2.93,311,37.537169,-122.280127,0.5,,3
2096,0,1,6094.82,2.93,311,37.537152,-122.280156,0.4,,2
2097,0,1,6098.16,2.93,312,37.537135,-122.280186,0.3,,4
2098,0,1,6098.16,2.93,312,37.537121,-122.280217,0.3,,2
2099,0,1,6098.16,2.93,312,37.537111,-122.280251,0.2,,3
2100,0,1,6101.51,2.93,312,37.537105,-122.280287,0.2,,2
2101,0,1,6104.17,2.93,312,37.537106,-122.280323,0.1,,3
2102,0,1,6107.48,2.94,312,37.537112,-122.280357,0.1,,3
2103,0,1,6110.88,2.94,312,37.537122,-122.28039,0.1,,3
2104,0,1,6113.23,2.94,313,37.537136,-122.28042,0.1,,2
2105,0,1,6116.71,2.94,313,37.537153,-122.280447,0.0,,3
2106,0,1,6119.91,2.94,313,37.53717,-122.280471,0.0,,3
2107,0,1,6121.98,2.94,313,37.537188,-122.280492,0.0,,3
2108,0,1,6125.03,2.94,313,37.537207,-122.280511,0.0,,3
2109,0,1,6127.9,2.94,313,37.537226,-122.280531,0.0,,2
2110,0,1,6130.51,2.94,313,37.537245,-122.28055,0.0,,6
2111,0,1,6133.57,2.94,314,37.537265,-122.280568,0.0,,6
2112,0,1,6136.58,2.94,314,37.537284,-122.280585,0.0,,3
2113,0,1,6138.52,2.94,314,37.537304,-122.280599,0.0,,3
2114,0,1,6145.61,2.94,314,37.537324,-122.28061,0.1,,3
2115,0,1,6148.87,2.93,314,37.537345,-122.280618,0.1,,2
2116,0,1,6151.26,2.93,314,37.537366,-122.280623,0.1,,3
2117,0,1,6151.46,2.93,314,37.537388,-122.280627,0.1,,3
2118,0,1,6155.61,2.93,315,37.537412,-122.280631,0.1,,3
2119,0,1,6159.07,2.92,315,37.537437,-122.280635,0.2,,3
2120,0,1,6162.09,2.92,315,37.537463,-122.280642,0.2,,2
2121,0,1,6165.12,2.92,315,37.537489,-122.280651,0.2,,3
2122,0,1,6168.3,2.92,315,37.537515,-122.280663,0.2,,3
2123,0,1,6171.39,2.92,315,37.53754,-122.280679,0.2,,3
2124,0,1,6174.5,2.92,316,37.537561,-122.280699,0.2,,2
2125,0,1,6177.38,2.92,316,37.537578,-122.280723,0.2,,3
2126,0,1,6180.25,2.92,316,37.537589,-122.280751,0.2,,3
2127,0,1,6183.11,2.92,316,37.537597,-122.280782,0.2,,3
2128,0,1,6186.36,2.92,316,37.537604,-122.280814,0.1,,2
2129,0,1,6186.36,2.92,316,37.537611,-122.280846,0.1,,3
2130,0,1,6186.36,2.92,316,37.53762,-122.280876,0.0,,3
2131,0,1,6189.5,2.92,317,37.537631,-122.280905,0.0,,2
2132,0,1,6191.59,2.92,317,37.537645,-122.280931,-0.1,,4
2133,0,1,6195.02,2.92,317,37.537662,-122.280954,-0.1,,2
2134,0,1,6198.05,2.92,317,37.537681,-122.280975,-0.1,,3
2135,0,1,6199.87,2.92,317,37.5377,-122.280995,-0.1,,3
2136,0,1,6202.75,2.92,317,37.537718,-122.281014,-0.2,,3
2137,0,1,6205.46,2.92,317,37.537735,-122.281033,-0.2,,2
2138,0,1,6208.03,2.92,318,37.537752,-122.281053,-0.2,,3
2139,0,1,6211.08,2.92,318,37.53777,-122.281073,-0.3,,3
2140,0,1,6214.01,2.92,318,37.537787,-122.281093,-0.3,,3
2141,0,1,6215.85,2.92,318,37.537804,-122.281114,-0.3,,5
2142,0,1,6218.6,2.91,318,37.537822,-122.281135,-0.3,,5
2143,0,1,6221.46,2.91,318,37.537839,-122.281155,-0.4,,3
2144,0,1,6223.8,2.91,318,37.537856,-122.281175,-0.4,,3
2145,0,1,6226.37,2.91,319,37.537874,-122.281194,-0.4,,3
2146,0,1,6229.25,2.91,319,37.537892,-122.281211,-0.4,,3
2147,0,1,6231.27,2.91,319,37.537912,-122.281227,-0.5,,2
2148,0,1,6234.5,2.91,319,37.537933,-122.281241,-0.5,,3
2149,0,1,6237.49,2.9,319,37.537956,-122.281252,-0.5,,3
2150,0,1,6238.84,2.9,319,37.537981,-122.281262,-0.5,,3
2151,0,1,6242.09,2.9,320,37.538008,-122.28127,-0.4,,3
2152,0,1,6245.34,2.9,320,37.538035,-122.281279,-0.4,,2
2153,0,1,6247.17,2.9,320,37.538062,-122.281291,-0.4,,3
2154,0,1,6250.67,2.9,320,37.538089,-122.281307,-0.4,,3
2155,0,1,6253.88,2.9,320,37.538115,-122.281325,-0.4,,3
2156,0,1,6256.32,2.9,320,37.53814,-122.281345,-0.5,,2
2157,0,1,6259.68,2.9,320,37.538165,-122.281364,-0.5,,3
2158,0,1,6263.01,2.9,321,37.53819,-122.281383,-0.5,,3
2159,0,1,6266.08,2.9,321,37.538215,-122.281399,-0.5,,3
2160,0,1,6269.03,2.9,321,37.538241,-122.281414,-0.5,,2
2161,0,1,6272.4,2.9,321,37.53827,-122.281426,-0.5,,3
2162,0,1,6275.87,2.9,321,37.538298,-122.281433,-0.5,,3
2163,0,1,6278.96,2.91,321,37.538323,-122.281434,-0.5,,3
2164,0,1,6281.87,2.91,321,37.538345,-122.281426,-0.4,,3
2165,0,1,6284.91,2.91,322,37.538363,-122.281411,-0.4,,2
2166,0,1,6291.95,2.91,322,37.538378,-122.28139,-0.3,,3
2167,0,1,6295.38,2.91,322,37.538391,-122.281365,-0.3,,3
2168,0,1,6298.22,2.91,322,37.538404,-122.281337,-0.2,,3
2169,0,1,6301.14,2.9,322,37.538416,-122.281307,-0.1,,2
2170,0,1,6304.1,2.9,322,37.538429,-122.281278,-0.1,,3
2171,0,1,6306.96,2.9,322,37.538444,-122.281251,0.0,,3
2172,0,1,6309.85,2.9,323,37.53846,-122.281224,0.1,,3
2173,0,1,6312.91,2.9,323,37.538477,-122.281199,0.1,,3
2174,0,1,6316.02,2.9,323,37.538495,-122.281173,0.1,,3
2175,0,1,6319.16,2.9,323,37.538512,-122.281148,0.2,,2
2176,0,1,6322.12,2.9,323,37.53853,-122.281124,0.2,,4
2177,0,1,6325.0,2.9,323,37.538547,-122.281099,0.3,,2
2178,0,1,6327.93,2.91,324,37.538563,-122.281076,0.3,,3
2179,0,1,6330.78,2.91,324,37.538579,-122.281053,0.3,,3
2180,0,1,6333.6,2.91,324,37.538594,-122.281029,0.4,,3
